"Id","Hex Id","Set","Rarity","Number","Collectors Info","Unique","Title","Subtitle","Culture","Type","Race","Class","Twilight Cost","Strength","Vitality","Resistance","Minion Site Number","Ally Home Sites","Site Number","Site Arrow","Block","Background","Image","Top Icon","Top Text","Middle Icon","Middle Text","Bottom Icon","Bottom Text","Text","Lore","German Title","German Subtitle","German Text","German Lore","French Title","French Subtitle","French Text","French Lore","Italian Title","Italian Subtitle","Italian Text","Italian Lore","Spanish Title","Spanish Subtitle","Spanish Text","Spanish Lore"
15000059,"6B 1F 4E 0E",15,"C",59,"15C59",0,"Dúnedain of the South",,"Gondor","Companion","Man",,3,6,3,6,,,,,"The Hunters Block","Gondor_Noun","15_059","icon_strength","6","icon_vitality","3","Icon_Resistance","6","<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>Each time this companion wins a skirmish, you may make a <symbol>gondor</symbol> ranger strength +2 until the regroup phase.","“‘We come to ambush the Men of Harad.'”","Dúnedain of the South",,"<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>Each time this companion wins a skirmish, you may make a <symbol>gondor</symbol> ranger strength +2 until the regroup phase.","“‘We come to ambush the Men of Harad.'”","Dúnedain of the South",,"<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>Each time this companion wins a skirmish, you may make a <symbol>gondor</symbol> ranger strength +2 until the regroup phase.","“‘We come to ambush the Men of Harad.'”","Dúnedain of the South",,"<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>Each time this companion wins a skirmish, you may make a <symbol>gondor</symbol> ranger strength +2 until the regroup phase.","“‘We come to ambush the Men of Harad.'”","Dúnedain of the South",,"<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>Each time this companion wins a skirmish, you may make a <symbol>gondor</symbol> ranger strength +2 until the regroup phase.","“‘We come to ambush the Men of Harad.'”"
15000060,"6C 1F 4E 0E",15,"C",60,"15C60",0,"Forth the Three Hunters!",,"Gondor","Condition",,"Support Area",2,,,,,,,,"The Hunters Block","Gondor_Verb","15_060",,,,,,,"<keyword>Archery:</keyword> Exert Legolas and exert Aragorn to wound a minion.<br><keyword>Skirmish:</keyword> Exert Aragorn and spot Gimli to make a minion strength -1 (or -3 if Aragorn and Gimli are hunters).<br><keyword>Regroup:</keyword> Exert Gimli and spot Legolas to draw a card (or 2 cards if Gimli and Legolas are hunters).",,"Forth the Three Hunters!",,"<keyword>Archery:</keyword> Exert Legolas and exert Aragorn to wound a minion.<br><keyword>Skirmish:</keyword> Exert Aragorn and spot Gimli to make a minion strength -1 (or -3 if Aragorn and Gimli are hunters).<br><keyword>Regroup:</keyword> Exert Gimli and spot Legolas to draw a card (or 2 cards if Gimli and Legolas are hunters).",,"Forth the Three Hunters!",,"<keyword>Archery:</keyword> Exert Legolas and exert Aragorn to wound a minion.<br><keyword>Skirmish:</keyword> Exert Aragorn and spot Gimli to make a minion strength -1 (or -3 if Aragorn and Gimli are hunters).<br><keyword>Regroup:</keyword> Exert Gimli and spot Legolas to draw a card (or 2 cards if Gimli and Legolas are hunters).",,"Forth the Three Hunters!",,"<keyword>Archery:</keyword> Exert Legolas and exert Aragorn to wound a minion.<br><keyword>Skirmish:</keyword> Exert Aragorn and spot Gimli to make a minion strength -1 (or -3 if Aragorn and Gimli are hunters).<br><keyword>Regroup:</keyword> Exert Gimli and spot Legolas to draw a card (or 2 cards if Gimli and Legolas are hunters).",,"Forth the Three Hunters!",,"<keyword>Archery:</keyword> Exert Legolas and exert Aragorn to wound a minion.<br><keyword>Skirmish:</keyword> Exert Aragorn and spot Gimli to make a minion strength -1 (or -3 if Aragorn and Gimli are hunters).<br><keyword>Regroup:</keyword> Exert Gimli and spot Legolas to draw a card (or 2 cards if Gimli and Legolas are hunters).",
15000061,"6D 1F 4E 0E",15,"U",61,"15U61",0,"Gondorian Prowler",,"Gondor","Companion","Man",,2,5,3,6,,,,,"The Hunters Block","Gondor_Noun","15_061","icon_strength","5","icon_vitality","3","Icon_Resistance","6","<keyword>Ranger. Hunter 1.</keyword> <br>When this companion is in your starting fellowship, he is twilight cost –1.<br><keyword>Skirmish:</keyword> Remove a <symbol>gondor</symbol> token or exert a <symbol>gondor</symbol> Man to make the site number of a minion +2.","Rangers use all five senses to hunt their prey.","Gondorian Prowler",,"<keyword>Ranger. Hunter 1.</keyword> <br>When this companion is in your starting fellowship, he is twilight cost –1.<br><keyword>Skirmish:</keyword> Remove a <symbol>gondor</symbol> token or exert a <symbol>gondor</symbol> Man to make the site number of a minion +2.","Rangers use all five senses to hunt their prey.","Gondorian Prowler",,"<keyword>Ranger. Hunter 1.</keyword> <br>When this companion is in your starting fellowship, he is twilight cost –1.<br><keyword>Skirmish:</keyword> Remove a <symbol>gondor</symbol> token or exert a <symbol>gondor</symbol> Man to make the site number of a minion +2.","Rangers use all five senses to hunt their prey.","Gondorian Prowler",,"<keyword>Ranger. Hunter 1.</keyword> <br>When this companion is in your starting fellowship, he is twilight cost –1.<br><keyword>Skirmish:</keyword> Remove a <symbol>gondor</symbol> token or exert a <symbol>gondor</symbol> Man to make the site number of a minion +2.","Rangers use all five senses to hunt their prey.","Gondorian Prowler",,"<keyword>Ranger. Hunter 1.</keyword> <br>When this companion is in your starting fellowship, he is twilight cost –1.<br><keyword>Skirmish:</keyword> Remove a <symbol>gondor</symbol> token or exert a <symbol>gondor</symbol> Man to make the site number of a minion +2.","Rangers use all five senses to hunt their prey."
15000062,"6E 1F 4E 0E",15,"C",62,"15C62",0,"Ithilien Blade",,"Gondor","Possession",,"Hand Weapon",1,,,,,,,,"The Hunters Block","Gondor_Verb","15_062","icon_strength","+2",,,,,"Bearer must be a <symbol>gondor</symbol> Man.<br>While you can spot a roaming minion, bearer is strength +1.<br><keyword>Maneuver:</keyword> Exert bearer twice to discard a roaming minion.","Most Rangers of Ithilien carried spears, bows, and swords while marching.","Ithilien Blade",,"Bearer must be a <symbol>gondor</symbol> Man.<br>While you can spot a roaming minion, bearer is strength +1.<br><keyword>Maneuver:</keyword> Exert bearer twice to discard a roaming minion.","Most Rangers of Ithilien carried spears, bows, and swords while marching.","Ithilien Blade",,"Bearer must be a <symbol>gondor</symbol> Man.<br>While you can spot a roaming minion, bearer is strength +1.<br><keyword>Maneuver:</keyword> Exert bearer twice to discard a roaming minion.","Most Rangers of Ithilien carried spears, bows, and swords while marching.","Ithilien Blade",,"Bearer must be a <symbol>gondor</symbol> Man.<br>While you can spot a roaming minion, bearer is strength +1.<br><keyword>Maneuver:</keyword> Exert bearer twice to discard a roaming minion.","Most Rangers of Ithilien carried spears, bows, and swords while marching.","Ithilien Blade",,"Bearer must be a <symbol>gondor</symbol> Man.<br>While you can spot a roaming minion, bearer is strength +1.<br><keyword>Maneuver:</keyword> Exert bearer twice to discard a roaming minion.","Most Rangers of Ithilien carried spears, bows, and swords while marching."
15000063,"6F 1F 4E 0E",15,"U",63,"15U63",1,"Mablung","Ranger of Ithilien","Gondor","Companion","Man",,2,5,3,6,,,,,"The Hunters Block","Gondor_Noun","15_063","icon_strength","5","icon_vitality","3","Icon_Resistance","6","<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br><keyword>Skirmish:</keyword> Exert Mablung to wound a roaming minion he is skirmishing.","“‘We come to teach them another lesson.'”","Mablung","Ranger of Ithilien","<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br><keyword>Skirmish:</keyword> Exert Mablung to wound a roaming minion he is skirmishing.","“‘We come to teach them another lesson.'”","Mablung","Ranger of Ithilien","<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br><keyword>Skirmish:</keyword> Exert Mablung to wound a roaming minion he is skirmishing.","“‘We come to teach them another lesson.'”","Mablung","Ranger of Ithilien","<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br><keyword>Skirmish:</keyword> Exert Mablung to wound a roaming minion he is skirmishing.","“‘We come to teach them another lesson.'”","Mablung","Ranger of Ithilien","<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br><keyword>Skirmish:</keyword> Exert Mablung to wound a roaming minion he is skirmishing.","“‘We come to teach them another lesson.'”"
15000064,"60 20 4E 0E",15,"R",64,"15R64",1,"Madril","Defender of Osgiliath","Gondor","Companion","Man",,2,5,3,6,,,,,"The Hunters Block","Gondor_Noun","15_064","icon_strength","5","icon_vitality","3","Icon_Resistance","6","<keyword>Ranger. Hunter 1.</keyword><br>While you can spot 2 <symbol>gondor</symbol> rangers, Madril is twilight cost –2.<br>At the start of the Maneuver phase, each minion is site number +1 for each threat you can spot until the start of the regroup phase.","“‘For that is the ruin of Osgiliath...'”","Madril","Defender of Osgiliath","<keyword>Ranger. Hunter 1.</keyword><br>While you can spot 2 <symbol>gondor</symbol> rangers, Madril is twilight cost –2.<br>At the start of the Maneuver phase, each minion is site number +1 for each threat you can spot until the start of the regroup phase.","“‘For that is the ruin of Osgiliath...'”","Madril","Defender of Osgiliath","<keyword>Ranger. Hunter 1.</keyword><br>While you can spot 2 <symbol>gondor</symbol> rangers, Madril is twilight cost –2.<br>At the start of the Maneuver phase, each minion is site number +1 for each threat you can spot until the start of the regroup phase.","“‘For that is the ruin of Osgiliath...'”","Madril","Defender of Osgiliath","<keyword>Ranger. Hunter 1.</keyword><br>While you can spot 2 <symbol>gondor</symbol> rangers, Madril is twilight cost –2.<br>At the start of the Maneuver phase, each minion is site number +1 for each threat you can spot until the start of the regroup phase.","“‘For that is the ruin of Osgiliath...'”","Madril","Defender of Osgiliath","<keyword>Ranger. Hunter 1.</keyword><br>While you can spot 2 <symbol>gondor</symbol> rangers, Madril is twilight cost –2.<br>At the start of the Maneuver phase, each minion is site number +1 for each threat you can spot until the start of the regroup phase.","“‘For that is the ruin of Osgiliath...'”"
15000065,"61 20 4E 0E",15,"C",65,"15C65",0,"No Quicker Path",,"Gondor","Condition",,"Support Area",1,,,,,,,,"The Hunters Block","Gondor_Verb","15_065",,,,,,,"Each time Aragorn wins a skirmish, you may make a hunter <symbol>dwarven</symbol> companion or hunter <symbol>elven</symbol> companion strength +1 until the regroup phase.<br><keyword>Skirmish:</keyword> Discard this condition to make a <symbol>gondor</symbol> Man strength +2.","“‘...we no longer need any trail to tell us which way...'”","No Quicker Path",,"Each time Aragorn wins a skirmish, you may make a hunter <symbol>dwarven</symbol> companion or hunter <symbol>elven</symbol> companion strength +1 until the regroup phase.<br><keyword>Skirmish:</keyword> Discard this condition to make a <symbol>gondor</symbol> Man strength +2.","“‘...we no longer need any trail to tell us which way...'”","No Quicker Path",,"Each time Aragorn wins a skirmish, you may make a hunter <symbol>dwarven</symbol> companion or hunter <symbol>elven</symbol> companion strength +1 until the regroup phase.<br><keyword>Skirmish:</keyword> Discard this condition to make a <symbol>gondor</symbol> Man strength +2.","“‘...we no longer need any trail to tell us which way...'”","No Quicker Path",,"Each time Aragorn wins a skirmish, you may make a hunter <symbol>dwarven</symbol> companion or hunter <symbol>elven</symbol> companion strength +1 until the regroup phase.<br><keyword>Skirmish:</keyword> Discard this condition to make a <symbol>gondor</symbol> Man strength +2.","“‘...we no longer need any trail to tell us which way...'”","No Quicker Path",,"Each time Aragorn wins a skirmish, you may make a hunter <symbol>dwarven</symbol> companion or hunter <symbol>elven</symbol> companion strength +1 until the regroup phase.<br><keyword>Skirmish:</keyword> Discard this condition to make a <symbol>gondor</symbol> Man strength +2.","“‘...we no longer need any trail to tell us which way...'”"
15000066,"62 20 4E 0E",15,"U",66,"15U66",0,"No Travellers In This Land",,"Gondor","Event",,"Maneuver",0,,,,,,,,"The Hunters Block","Gondor_Verb","15_066",,,,,,,"Exert a <symbol>gondor</symbol> Man to wound a minion (or wound that minion twice if it is a hunter). ","“‘...only the servants of the Dark Tower, or of the White.'”","No Travellers In This Land",,"Exert a <symbol>gondor</symbol> Man to wound a minion (or wound that minion twice if it is a hunter). ","“‘...only the servants of the Dark Tower, or of the White.'”","No Travellers In This Land",,"Exert a <symbol>gondor</symbol> Man to wound a minion (or wound that minion twice if it is a hunter). ","“‘...only the servants of the Dark Tower, or of the White.'”","No Travellers In This Land",,"Exert a <symbol>gondor</symbol> Man to wound a minion (or wound that minion twice if it is a hunter). ","“‘...only the servants of the Dark Tower, or of the White.'”","No Travellers In This Land",,"Exert a <symbol>gondor</symbol> Man to wound a minion (or wound that minion twice if it is a hunter). ","“‘...only the servants of the Dark Tower, or of the White.'”"
15000067,"63 20 4E 0E",15,"U",67,"15U67",0,"Portico",,"Gondor","Condition",,"Support Area",3,,,,,,,,"The Hunters Block","Gondor_Verb","15_067","icon_strength","-2",,,"Icon_Compass","+2","<keyword>Fortification</keyword>. This condition is twilight cost -1 for each <symbol>gondor</symbol> ranger you spot.<br><keyword>Skirmish:</keyword> Exert a <symbol>gondor</symbol> Man or spot 2 rangers to transfer this condition from your support area to a minion skirmishing a <symbol>gondor</symbol> Man.","The doors of Minas Tirith were meant to keep out more than Orcs.","Portico",,"<keyword>Fortification</keyword>. This condition is twilight cost -1 for each <symbol>gondor</symbol> ranger you spot.<br><keyword>Skirmish:</keyword> Exert a <symbol>gondor</symbol> Man or spot 2 rangers to transfer this condition from your support area to a minion skirmishing a <symbol>gondor</symbol> Man.","The doors of Minas Tirith were meant to keep out more than Orcs.","Portico",,"<keyword>Fortification</keyword>. This condition is twilight cost -1 for each <symbol>gondor</symbol> ranger you spot.<br><keyword>Skirmish:</keyword> Exert a <symbol>gondor</symbol> Man or spot 2 rangers to transfer this condition from your support area to a minion skirmishing a <symbol>gondor</symbol> Man.","The doors of Minas Tirith were meant to keep out more than Orcs.","Portico",,"<keyword>Fortification</keyword>. This condition is twilight cost -1 for each <symbol>gondor</symbol> ranger you spot.<br><keyword>Skirmish:</keyword> Exert a <symbol>gondor</symbol> Man or spot 2 rangers to transfer this condition from your support area to a minion skirmishing a <symbol>gondor</symbol> Man.","The doors of Minas Tirith were meant to keep out more than Orcs.","Portico",,"<keyword>Fortification</keyword>. This condition is twilight cost -1 for each <symbol>gondor</symbol> ranger you spot.<br><keyword>Skirmish:</keyword> Exert a <symbol>gondor</symbol> Man or spot 2 rangers to transfer this condition from your support area to a minion skirmishing a <symbol>gondor</symbol> Man.","The doors of Minas Tirith were meant to keep out more than Orcs."
15000068,"64 20 4E 0E",15,"C",68,"15C68",0,"Ranger’s Cloak",,"Gondor","Possession",,"Cloak",1,,,,,,,,"The Hunters Block","Gondor_Verb","15_068",,,"icon_vitality","+1","Icon_Resistance","+1","Bearer must be a <symbol>gondor</symbol> Man.<br>While bearer is a ranger or at a forest site, each minion skirmishing bearer is site number +2.<br><keyword>Skirmish:</keyword> Add a threat or exert bearer to make a minion skirmishing a <symbol>gondor</symbol> Man site number +2.",,"Ranger's Cloak",,"Bearer must be a <symbol>gondor</symbol> Man.<br>While bearer is a ranger or at a forest site, each minion skirmishing bearer is site number +2.<br><keyword>Skirmish:</keyword> Add a threat or exert bearer to make a minion skirmishing a <symbol>gondor</symbol> Man site number +2.",,"Ranger's Cloak",,"Bearer must be a <symbol>gondor</symbol> Man.<br>While bearer is a ranger or at a forest site, each minion skirmishing bearer is site number +2.<br><keyword>Skirmish:</keyword> Add a threat or exert bearer to make a minion skirmishing a <symbol>gondor</symbol> Man site number +2.",,"Ranger's Cloak",,"Bearer must be a <symbol>gondor</symbol> Man.<br>While bearer is a ranger or at a forest site, each minion skirmishing bearer is site number +2.<br><keyword>Skirmish:</keyword> Add a threat or exert bearer to make a minion skirmishing a <symbol>gondor</symbol> Man site number +2.",,"Ranger's Cloak",,"Bearer must be a <symbol>gondor</symbol> Man.<br>While bearer is a ranger or at a forest site, each minion skirmishing bearer is site number +2.<br><keyword>Skirmish:</keyword> Add a threat or exert bearer to make a minion skirmishing a <symbol>gondor</symbol> Man site number +2.",
15000069,"65 20 4E 0E",15,"C",69,"15C69",0,"Silent Traveler",,"Gondor","Companion","Man",,2,5,3,6,,,,,"The Hunters Block","Gondor_Noun","15_069","icon_strength","5","icon_vitality","3","Icon_Resistance","6","<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>At the start of each skirmish involving this companion and a roaming minion, you may reinforce a <symbol>gondor</symbol> token.","“‘We have not found what we sought...'”","Silent Traveler",,"<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>At the start of each skirmish involving this companion and a roaming minion, you may reinforce a <symbol>gondor</symbol> token.","“‘We have not found what we sought...'”","Silent Traveler",,"<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>At the start of each skirmish involving this companion and a roaming minion, you may reinforce a <symbol>gondor</symbol> token.","“‘We have not found what we sought...'”","Silent Traveler",,"<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>At the start of each skirmish involving this companion and a roaming minion, you may reinforce a <symbol>gondor</symbol> token.","“‘We have not found what we sought...'”","Silent Traveler",,"<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>At the start of each skirmish involving this companion and a roaming minion, you may reinforce a <symbol>gondor</symbol> token.","“‘We have not found what we sought...'”"
15000070,"66 20 4E 0E",15,"R",70,"15R70",1,"Tremendous Wall",,"Gondor","Condition",,"Support Area",2,,,,,,,,"The Hunters Block","Gondor_Verb","15_070",,,,,,,"<keyword>Fortification</keyword>. Characters skirmishing bearer cannot take wounds from losing a skirmish involving bearer.<br><keyword>Skirmish:</keyword> Exert a <symbol>gondor</symbol> Man or spot 3 rangers to transfer this condition from your support area to a minion skirmishing a <symbol>gondor</symbol> Man.",,"Tremendous Wall",,"<keyword>Fortification</keyword>. Characters skirmishing bearer cannot take wounds from losing a skirmish involving bearer.<br><keyword>Skirmish:</keyword> Exert a <symbol>gondor</symbol> Man or spot 3 rangers to transfer this condition from your support area to a minion skirmishing a <symbol>gondor</symbol> Man.",,"Tremendous Wall",,"<keyword>Fortification</keyword>. Characters skirmishing bearer cannot take wounds from losing a skirmish involving bearer.<br><keyword>Skirmish:</keyword> Exert a <symbol>gondor</symbol> Man or spot 3 rangers to transfer this condition from your support area to a minion skirmishing a <symbol>gondor</symbol> Man.",,"Tremendous Wall",,"<keyword>Fortification</keyword>. Characters skirmishing bearer cannot take wounds from losing a skirmish involving bearer.<br><keyword>Skirmish:</keyword> Exert a <symbol>gondor</symbol> Man or spot 3 rangers to transfer this condition from your support area to a minion skirmishing a <symbol>gondor</symbol> Man.",,"Tremendous Wall",,"<keyword>Fortification</keyword>. Characters skirmishing bearer cannot take wounds from losing a skirmish involving bearer.<br><keyword>Skirmish:</keyword> Exert a <symbol>gondor</symbol> Man or spot 3 rangers to transfer this condition from your support area to a minion skirmishing a <symbol>gondor</symbol> Man.",
15000071,"67 20 4E 0E",15,"C",71,"15C71",0,"Unyielding Ranger",,"Gondor","Companion","Man",,3,6,3,6,,,,,"The Hunters Block","Gondor_Noun","15_071","icon_strength","6","icon_vitality","3","Icon_Resistance","6","<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>This companion is strength +1 for each roaming minion you can spot.","“Their faces were hooded and masked with green, except for their eyes...”","Unyielding Ranger",,"<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>This companion is strength +1 for each roaming minion you can spot.","“Their faces were hooded and masked with green, except for their eyes...”","Unyielding Ranger",,"<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>This companion is strength +1 for each roaming minion you can spot.","“Their faces were hooded and masked with green, except for their eyes...”","Unyielding Ranger",,"<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>This companion is strength +1 for each roaming minion you can spot.","“Their faces were hooded and masked with green, except for their eyes...”","Unyielding Ranger",,"<keyword>Ranger. Hunter 1.</keyword> <i>(While skirmishing a non-hunter character, this character is strength +1.)</i><br>This companion is strength +1 for each roaming minion you can spot.","“Their faces were hooded and masked with green, except for their eyes...”"
15000072,"68 20 4E 0E",15,"R",72,"15R72",1,"Bill Ferny","Agent of Saruman","Man","Minion","Man",,2,4,3,,4,,,,"The Hunters Block","Man_Noun","15_072","icon_strength","4","icon_vitality","3","Icon_Compass",,"If Bill Ferny is unwounded, the Free Peoples player cannot assign him to skirmish a companion.<br><keyword>Shadow:</keyword> Exert Bill Ferny twice and spot a site you control to add <symbol>twilight2</symbol>.","“‘...he would sell anything to anybody; or make mischief for amusement.'”","Bill Ferny","Agent of Saruman","If Bill Ferny is unwounded, the Free Peoples player cannot assign him to skirmish a companion.<br><keyword>Shadow:</keyword> Exert Bill Ferny twice and spot a site you control to add <symbol>twilight2</symbol>.","“‘...he would sell anything to anybody; or make mischief for amusement.'”","Bill Ferny","Agent of Saruman","If Bill Ferny is unwounded, the Free Peoples player cannot assign him to skirmish a companion.<br><keyword>Shadow:</keyword> Exert Bill Ferny twice and spot a site you control to add <symbol>twilight2</symbol>.","“‘...he would sell anything to anybody; or make mischief for amusement.'”","Bill Ferny","Agent of Saruman","If Bill Ferny is unwounded, the Free Peoples player cannot assign him to skirmish a companion.<br><keyword>Shadow:</keyword> Exert Bill Ferny twice and spot a site you control to add <symbol>twilight2</symbol>.","“‘...he would sell anything to anybody; or make mischief for amusement.'”","Bill Ferny","Agent of Saruman","If Bill Ferny is unwounded, the Free Peoples player cannot assign him to skirmish a companion.<br><keyword>Shadow:</keyword> Exert Bill Ferny twice and spot a site you control to add <symbol>twilight2</symbol>.","“‘...he would sell anything to anybody; or make mischief for amusement.'”"
15000073,"69 20 4E 0E",15,"C",73,"15C73",0,"Bold Easterling",,"Man","Minion","Man",,2,8,1,,4,,,,"The Hunters Block","Man_Noun","15_073","icon_strength","8","icon_vitality","1","Icon_Compass",,"<keyword>Skirmish:</keyword> If this minion is skirmishing, discard this minion to play a <symbol>men</symbol> minion from your discard pile. That minion is <keyword>fierce</keyword> until the regroup phase.","“‘They hold the northward road; and many have passed on into Anórien.'”","Bold Easterling",,"<keyword>Skirmish:</keyword> If this minion is skirmishing, discard this minion to play a <symbol>men</symbol> minion from your discard pile. That minion is <keyword>fierce</keyword> until the regroup phase.","“‘They hold the northward road; and many have passed on into Anórien.'”","Bold Easterling",,"<keyword>Skirmish:</keyword> If this minion is skirmishing, discard this minion to play a <symbol>men</symbol> minion from your discard pile. That minion is <keyword>fierce</keyword> until the regroup phase.","“‘They hold the northward road; and many have passed on into Anórien.'”","Bold Easterling",,"<keyword>Skirmish:</keyword> If this minion is skirmishing, discard this minion to play a <symbol>men</symbol> minion from your discard pile. That minion is <keyword>fierce</keyword> until the regroup phase.","“‘They hold the northward road; and many have passed on into Anórien.'”","Bold Easterling",,"<keyword>Skirmish:</keyword> If this minion is skirmishing, discard this minion to play a <symbol>men</symbol> minion from your discard pile. That minion is <keyword>fierce</keyword> until the regroup phase.","“‘They hold the northward road; and many have passed on into Anórien.'”"
15000074,"6A 20 4E 0E",15,"R",74,"15R74",1,"Chieftain of Dunland",,"Man","Minion","Man",,5,11,3,,4,,,,"The Hunters Block","Man_Noun","15_074","icon_strength","11","icon_vitality","3","Icon_Compass",,"<keyword>Fierce.<br>Skirmish:</keyword> Spot a site you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +2.<br><keyword>Skirmish:</keyword> Spot 2 sites you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +3.<br><keyword>Skirmish:</keyword> Spot 3 sites you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +4.",,"Chieftain of Dunland",,"<keyword>Fierce.<br>Skirmish:</keyword> Spot a site you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +2.<br><keyword>Skirmish:</keyword> Spot 2 sites you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +3.<br><keyword>Skirmish:</keyword> Spot 3 sites you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +4.",,"Chieftain of Dunland",,"<keyword>Fierce.<br>Skirmish:</keyword> Spot a site you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +2.<br><keyword>Skirmish:</keyword> Spot 2 sites you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +3.<br><keyword>Skirmish:</keyword> Spot 3 sites you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +4.",,"Chieftain of Dunland",,"<keyword>Fierce.<br>Skirmish:</keyword> Spot a site you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +2.<br><keyword>Skirmish:</keyword> Spot 2 sites you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +3.<br><keyword>Skirmish:</keyword> Spot 3 sites you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +4.",,"Chieftain of Dunland",,"<keyword>Fierce.<br>Skirmish:</keyword> Spot a site you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +2.<br><keyword>Skirmish:</keyword> Spot 2 sites you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +3.<br><keyword>Skirmish:</keyword> Spot 3 sites you control and remove <symbol>twilight2</symbol> to make a <symbol>men</symbol> Man strength +4.",
15000075,"6B 20 4E 0E",15,"C",75,"15C75",0,"Courageous Easterling",,"Man","Minion","Man",,1,5,1,,4,,,,"The Hunters Block","Man_Noun","15_075","icon_strength","5","icon_vitality","1","Icon_Compass",,"<keyword>Skirmish:</keyword> If this minion is skirmishing, discard this minion to play a <symbol>men</symbol> minion from your discard pile. That minion is <keyword>fierce</keyword> until the regroup phase.","Easterlings came to Mordor to aid Sauron in his final assualt.","Courageous Easterling",,"<keyword>Skirmish:</keyword> If this minion is skirmishing, discard this minion to play a <symbol>men</symbol> minion from your discard pile. That minion is <keyword>fierce</keyword> until the regroup phase.","Easterlings came to Mordor to aid Sauron in his final assualt.","Courageous Easterling",,"<keyword>Skirmish:</keyword> If this minion is skirmishing, discard this minion to play a <symbol>men</symbol> minion from your discard pile. That minion is <keyword>fierce</keyword> until the regroup phase.","Easterlings came to Mordor to aid Sauron in his final assualt.","Courageous Easterling",,"<keyword>Skirmish:</keyword> If this minion is skirmishing, discard this minion to play a <symbol>men</symbol> minion from your discard pile. That minion is <keyword>fierce</keyword> until the regroup phase.","Easterlings came to Mordor to aid Sauron in his final assualt.","Courageous Easterling",,"<keyword>Skirmish:</keyword> If this minion is skirmishing, discard this minion to play a <symbol>men</symbol> minion from your discard pile. That minion is <keyword>fierce</keyword> until the regroup phase.","Easterlings came to Mordor to aid Sauron in his final assualt."
